credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score
1,1429.636869,2084.678804,21536.87606,6,598
1,1512.985854,2682.939365,39804.72514,8,715
0,4310.371033,7275.854111,63040.32828,3,688
1,2563.213887,6227.430305,51195.91541,7,647
5,3019.219283,14536.33361,52203.97979,3,613
4,3935.64522,15409.13358,64536.29287,6,566
1,4593.685353,10178.24016,73070.35793,3,635
3,4818.645376,14378.07594,82582.88986,7,672
1,3891.411867,8388.549944,74948.19915,6,646
5,4194.339297,17940.14287,67188.66182,3,558
0,2181.475924,1988.687776,37563.53779,2,620
5,2214.574148,10889.68643,43956.88084,7,666
5,3400.257025,18621.81243,60940.75652,4,606
5,3181.023881,16575.63835,60930.56077,2,554
0,1832.990005,1574.122107,28970.19953,5,714
0,2761.43292,2371.687058,53487.21977,4,646
0,5811.231216,1861.662009,111199.2321,3,537
2,3882.399333,7230.814778,56872.04827,5,504
1,4848.555171,5970.712811,66670.22857,5,660
2,3307.043675,9378.374827,69342.22618,5,695
0,3794.737457,4370.841548,52816.34504,3,689
4,2665.044904,11558.40988,50470.0685,6,621
4,3074.230112,12618.12469,56532.31491,5,688
0,4796.911329,1229.567876,81040.76678,2,634
0,3622.736074,3534.343696,80270.21727,5,737
4,5048.977679,22071.9294,81983.64259,2,622
0,3647.460059,4426.076193,63680.59744,3,658
2,3925.745181,9213.915073,55734.64221,2,622
3,2921.06412,10396.04201,49448.97243,5,551
4,4884.756077,19123.40043,84144.99804,3,541
0,2231.874702,3434.896931,50449.95213,5,686
2,5564.250355,10192.34541,88807.52456,8,636
0,5624.806282,6310.154791,95033.85094,3,610
0,2453.995366,417.361326,41736.1326,6,581
0,5700.163363,5352.230003,80860.26699,3,698
5,2647.716626,21883.18276,61588.19629,3,637
1,3581.833845,5776.328082,77366.7908,6,694
2,2604.950948,4771.043199,55504.74775,8,614
3,9030.229021,22715.19138,109982.5466,4,645
1,3313.069921,4591.628634,52104.31349,7,639
1,5353.143061,8291.824271,81854.57967,5,648
1,3030.353433,5626.902756,77474.81046,6,528
5,8042.300351,30125.41357,101400.0458,6,635
1,5133.854305,8032.869554,87142.24784,7,587
0,5057.805192,5153.869131,95535.63461,5,612
0,2292.57073,756.6958053,46204.12107,4,586
3,5888.738267,18209.67356,86579.06435,4,653
5,5151.188092,21132.01208,76747.05887,3,558
1,2274.141811,4063.238206,41205.5489,5,598
1,6405.475863,9567.761814,98988.71291,4,699
0,1820.259712,589.9476805,30676.2503,5,629
0,2362.112637,2458.826925,40278.92437,3,613
1,4880.331404,8642.191931,85514.92252,6,659
4,3746.455788,17706.46722,75444.0926,6,541
0,4000.450698,1516.950975,67127.8687,5,777
2,4432.359429,12069.84407,79572.75013,4,642
0,3761.492478,6022.206246,77994.66609,5,626
1,3975.136409,9023.635127,82516.69975,6,612
3,4943.073913,20445.85365,89820.08159,2,568
1,5614.370388,9912.01529,108236.0125,4,695
0,5245.027218,5765.207697,96949.96294,3,580
2,3220.639539,9890.137539,69471.27774,4,661
5,4584.176286,22821.00247,83694.22231,3,531
1,3438.165737,6899.967887,95771.69288,7,580
1,4428.40939,8759.507493,92654.00432,4,684
5,7564.529955,35228.1439,125965.3333,5,456
5,5085.593094,29100.38329,91501.79898,2,621
5,3518.123648,17217.34041,63376.4545,4,512
1,668.9224576,1498.441955,13926.97421,4,747
5,4048.507685,18901.89008,64986.3154,2,579
0,3104.322741,3068.47493,66555.95835,5,641
0,4608.020561,5933.316553,85860.15619,5,641
1,5317.395322,8874.134931,77109.63632,5,659
4,5046.455363,24417.63483,104555.8774,5,672
0,10190.83866,3717.620173,117370.6607,4,675
1,2137.032923,4725.559237,38166.00059,5,673
0,5765.937616,7681.526798,86535.09698,4,638
1,4394.304823,8552.157298,69456.16112,3,668
4,4524.685153,15769.59733,78829.16466,7,635
5,3287.621773,13970.90147,56174.18939,6,566
1,3534.085546,7796.638563,54921.05902,2,732
0,4518.608172,4344.630217,76149.78646,6,593
0,3088.856253,4388.650021,58614.85106,5,634
0,3486.671097,4584.840503,53897.66853,3,698
0,3141.716518,2594.552223,44014.91705,4,609
5,5368.772093,22364.48949,72338.92455,2,561
3,5521.177169,18662.90468,90571.72744,4,618
0,5605.375747,8981.628709,81378.91613,1,704
4,5057.597926,15803.65265,78428.74136,6,629
0,3205.146573,2689.776281,46064.0051,3,601
1,7905.026378,9501.912884,99013.73022,5,631
1,4787.52902,5459.050622,63472.55803,6,713
2,3176.531389,8950.757465,65113.42579,5,614
0,3792.071493,3266.935489,68043.64475,4,634
0,2046.593513,1191.960419,32380.71323,4,620
0,6181.976916,2510.410525,88731.73169,4,597
0,4480.301345,7388.165976,83998.12004,3,671
1,2389.403784,4964.262807,40457.49574,6,633
4,4902.299367,18890.5216,79416.39622,5,646
0,3329.072964,4028.800665,50890.81629,2,679
0,3582.616291,3906.72546,70301.90768,6,564
0,5501.436279,5476.144124,71937.71373,4,594
1,2442.531042,3680.850955,37675.34153,7,738
0,5010.620721,695.0955449,69509.55449,4,560
1,5209.133146,11311.91517,107823.8265,6,690
1,1633.678019,3116.379354,22848.01518,2,630
0,3444.872993,2710.889507,74396.13066,3,571
0,3306.386938,872.1586313,69293.34064,5,711
0,7458.954913,5805.176788,105163.0202,5,673
0,3203.451253,3627.958956,67598.75892,6,601
0,3696.669577,4136.820564,70463.41421,7,737
1,3932.921072,7521.335941,75052.28468,7,720
1,3095.423878,6223.547222,58161.31317,7,626
3,4657.994777,10658.9564,64066.95303,4,624
0,3948.489139,6791.820523,63062.0335,3,650
0,5595.641491,6345.356809,79062.33122,5,720
0,3338.48609,5389.226165,70779.95097,5,522
0,4300.709449,1882.596048,74562.81476,5,609
0,1728.442117,1257.754991,28722.41666,5,526
1,6200.241069,7963.520934,75439.3179,5,638
0,4260.484964,4756.076808,78548.71838,5,674
1,1073.677507,2721.019708,29891.69639,7,650
0,5628.189808,6788.637558,79463.76781,5,630
0,4132.386881,8551.15955,79861.46114,3,599
0,3712.315765,6749.670314,76574.60154,2,666
0,3544.060037,3633.96489,59657.99186,6,584
5,3219.972621,16183.68795,60753.88373,4,657
1,2170.301059,4380.803105,47125.06613,6,669
1,5302.132152,6672.046165,75813.17772,4,557
5,3457.313672,15196.84158,59157.91881,7,639
1,3972.957308,7590.299881,78008.82331,6,803
0,6352.241629,4915.063912,79181.79779,3,724
0,5604.802493,4269.984491,83804.15197,4,574
0,3702.375026,4252.813922,51108.6492,3,657
1,6169.252576,8917.850904,105976.5065,7,706
5,3915.376897,20359.15345,83574.78422,5,516
0,1875.755116,1291.026417,36165.86465,3,668
4,3130.987411,10439.08504,44104.95803,3,522
4,3556.098526,14664.85654,56178.53179,1,562
1,6529.821316,13360.11526,115666.6401,6,676
1,4246.180049,8891.224483,67150.19976,3,615
1,5276.047984,10015.51313,82085.2569,6,645
0,3899.760572,4099.332034,65050.64379,6,772
2,4896.429488,10691.78446,68198.97897,4,732
1,2725.307266,5047.941898,47307.93096,4,729
0,3651.178259,1673.710198,80833.54635,4,664
3,6207.929975,19540.27495,90127.05727,2,561
4,2448.725785,8633.235167,38825.62225,6,568
0,4088.998734,4745.023229,61984.85902,2,603
0,3284.222065,1807.951826,58733.76408,4,663
0,6535.205764,2603.36006,101785.7617,3,589
1,2512.959692,6634.904221,57481.5076,5,683
0,3291.224341,3102.460848,50717.44967,3,597
0,5388.820517,9325.880586,90322.41784,3,636
0,4442.656464,2618.210395,62401.46071,4,649
0,5381.51064,3096.962875,74057.79903,4,551
1,1902.408934,4082.017209,41215.64482,5,667
0,5044.257132,4456.037028,71657.06866,4,623
0,4252.275089,5206.52774,89410.57549,6,643
1,4151.751985,8771.520039,93311.46503,5,610
0,7468.496462,3599.286533,96710.50788,2,770
3,5958.102339,12941.4633,70002.34484,4,582
1,3434.919013,6990.105245,57486.52776,5,687
0,5569.977568,5148.833558,94631.3467,6,620
0,5223.866214,6999.359634,76953.09446,5,634
2,2215.951223,6649.863921,45199.50931,6,706
2,4015.611547,10312.29059,87865.614,7,760
2,6024.14638,12095.88339,88905.25825,5,683
0,2440.85624,4132.338015,47755.841,3,627
0,5076.510071,8508.561472,82657.33327,4,648
0,4503.521294,4410.78249,76754.56502,4,590
1,2722.406684,5651.099832,62889.00885,8,679
3,3820.026725,10836.0978,62216.69428,5,710
1,3300.53902,7725.801959,53609.34327,2,599
1,4575.345036,4936.293447,65049.91986,5,660
0,3730.506586,1580.74905,68421.66745,4,695
0,3341.822487,588.279086,58827.9086,6,686
3,3432.963935,13392.90788,76964.57596,4,542
1,1917.65248,3050.248203,30611.62821,6,757
0,3061.093329,2554.024774,46429.08555,5,652
0,5304.826903,6533.243765,87381.77822,5,650
2,5801.16321,12016.424,88859.05458,4,679
3,2722.706729,8732.939038,48632.57113,7,685
4,4203.802318,19135.74474,81279.85969,5,585
2,6332.402146,9246.091056,99288.13944,7,640
4,4955.74351,16588.09321,77239.57495,6,613
1,5742.230317,8193.548694,82238.54989,5,690
1,3221.790261,4545.934755,50937.57455,6,656
5,7194.15692,23874.48686,91468.26292,3,614
5,2514.722735,23228.55773,66592.36868,5,608
1,7037.583785,10733.63026,125291.1519,7,682
1,5428.947286,8380.429988,93515.47582,5,789
1,5148.565234,9298.490404,95639.86316,5,596
0,2859.136503,5402.73031,53683.00523,3,581
0,6381.847955,4872.764406,90677.06479,4,617
4,3965.008957,25669.27773,99837.63564,6,632
5,3657.948679,16115.05388,54075.95951,3,705
2,4812.279568,13891.01916,71824.47906,4,751
5,3303.413563,14081.08903,54065.82427,3,673
3,4590.852814,14624.39601,78424.67328,3,512
1,3761.556112,7461.713567,69099.4137,6,547
1,3927.137575,8671.118138,77154.16869,5,636
5,4644.797144,16958.8948,66063.21262,4,540
1,7086.340084,7276.118795,95181.33624,6,635
0,2638.992664,5598.084048,66564.04361,4,641
4,4939.841776,16175.14532,68406.12972,5,549
0,3250.940299,5481.149079,53386.15758,3,670
1,3725.306307,6873.691387,57115.32602,3,706
5,5573.507296,19740.52491,79255.71416,5,577
0,8175.079724,4626.890562,107192.5588,5,640
1,3607.485487,6992.959064,60840.94718,4,561
5,7322.664343,31360.73682,115402.4495,4,528
0,6284.976118,8750.134965,85676.40651,3,594
0,1893.13213,3606.908457,52688.49012,6,652
0,3357.69149,1231.339036,66021.32306,5,643
0,3974.300273,3237.428556,85024.03242,6,602
0,3060.447629,3306.565438,47536.8169,4,643
0,5238.073804,5095.659872,89031.02522,4,582
2,2042.535985,5779.605547,36313.79378,6,657
4,4581.016397,18738.02684,76279.74665,2,701
2,2307.732718,4559.616112,39049.97734,5,678
5,2150.331087,12702.64336,41578.21862,5,630
5,5930.695517,25883.6005,92811.06837,5,650
0,4653.582425,4640.063563,75534.70082,4,600
1,4758.843272,10075.62942,75181.14042,3,584
0,1345.077214,2061.544082,37723.82786,5,717
0,4038.097211,4686.958097,54418.07467,2,651
5,5330.26593,20339.90056,75454.57352,2,544
0,2014.626282,1123.81405,37759.93791,5,618
5,4672.297218,17996.82888,67617.51018,4,597
5,3752.958443,15858.8301,55150.15596,2,534
0,1252.285443,1966.577008,20757.60204,3,701
1,3422.351784,5798.294387,68896.92865,6,576
1,3129.765398,5969.989362,65861.83267,5,586
0,2443.242314,3283.316209,61257.75117,5,654
0,5630.03613,6623.450701,102710.5239,7,753
0,2079.931492,477.884845,47788.4845,4,680
1,3451.888269,6326.445803,64106.88158,6,517
5,3682.22545,25584.75906,81133.01875,4,605
0,780.2134722,273.3002113,10258.24788,3,835
2,3672.296309,10722.89407,56665.90111,1,604
1,3493.359617,7914.060265,71569.4824,6,706
0,6063.901718,4608.759747,104086.89,4,626
0,2710.632661,3783.19632,52043.13762,3,516
1,2556.272092,5209.90321,54377.88925,6,687
0,1540.40682,1422.178988,24164.84959,2,624
0,4774.75626,4469.535616,77772.30174,6,645
2,4748.341618,12251.99565,62352.70937,3,611
0,2227.671183,3284.903346,41612.41209,2,613
0,2455.995343,3533.15831,41355.6642,5,625
5,3082.326356,14094.93598,48816.2736,6,655
2,3831.365239,10505.66839,69780.98694,3,523
3,2733.180235,11868.70197,54620.61701,3,605
0,4669.87666,5928.152338,79554.15806,4,654
0,4229.222711,728.4555924,72845.55924,1,640
2,5858.129417,11478.95504,110551.1632,8,658
0,3180.41603,1318.545626,40239.9362,2,601
0,3968.606398,762.1402058,76214.02058,7,620
2,4743.408996,11913.89322,77328.68794,5,721
0,3377.685758,2331.390836,53512.6261,3,569
0,4827.283234,6796.303406,78053.44272,4,602
0,3469.464323,2718.794731,58716.60206,5,583
0,6958.451281,7224.985962,86528.67477,3,587
5,6913.143477,23516.90437,90011.06472,3,618
1,2679.855404,6167.167076,55297.8711,5,703
0,3784.204909,6719.436572,75533.74684,5,639
5,4597.768386,16391.3607,61891.09628,2,698
2,2735.761364,9741.335363,58522.03385,5,681
4,5098.061451,14631.27818,76781.54445,7,658
0,3715.056396,4080.780804,64201.44195,6,556
0,5453.522902,1321.182038,92270.11196,3,668
0,4489.925458,4185.052241,76984.89606,4,631
1,4416.545278,7468.90949,83494.22222,5,622
1,3581.474396,9872.483159,77148.05909,5,684
1,6425.52202,9610.401872,89511.87532,4,681
0,4248.004826,5223.480427,59137.04026,4,664
5,5582.223236,26309.82673,96638.99202,5,575
2,4243.873888,8509.170811,74644.89747,6,555
5,4046.284029,22803.64959,84109.29886,3,549
0,4605.115659,712.0280516,71202.80516,1,597
0,2828.389423,4957.489492,59974.49754,2,605
1,3026.876468,6093.93368,80376.05445,5,628
0,8327.85617,9738.095914,118185.9949,3,577
0,3746.241872,2341.965993,94603.11618,7,681
0,4380.301635,4370.075426,75893.37644,3,646
4,3580.791282,13317.92745,51902.32643,3,583
0,5061.906668,6462.326653,95197.20504,3,705
0,3503.511013,4983.057328,57721.1605,5,543
0,3344.299517,4721.797036,62364.42359,4,611
1,7668.232088,16514.57942,127141.0665,3,618
0,5891.612464,7521.796089,84223.8692,3,661
2,6277.440295,15086.47028,103769.7984,8,718
1,2693.629683,3217.523941,41430.90385,7,710
0,1820.797385,3193.597105,42945.18409,6,647
0,6233.429979,6255.382544,95538.90193,5,723
0,4774.897693,6851.321469,76789.98679,4,662
1,3676.141354,6194.577634,77451.17932,5,578
2,3884.070447,8943.228758,68031.64963,6,646
0,2436.307477,3460.87866,51843.41971,3,524
0,2145.92281,822.2892989,32953.69334,5,678
0,2332.452776,3350.87299,50503.95195,5,637
1,5506.402021,6676.960279,87948.59295,5,604
0,2355.702413,1463.105158,50481.54503,6,656
2,3947.876529,12623.16107,80538.81773,7,697
0,5664.44269,8230.884184,86264.7429,3,656
0,4694.615787,4860.423871,74006.95216,4,693
0,4815.121256,4611.124642,83880.77718,3,538
1,4432.312337,5806.411114,64209.95325,6,571
1,2487.986091,3499.422858,49389.59529,7,642
4,6144.471936,20930.042,85548.94352,4,658
1,6254.294876,11407.09564,90949.14318,3,646
1,6593.952318,10160.66512,95905.57973,7,689
5,4030.345645,21274.03655,61486.82951,5,636
0,1949.773583,4093.701637,43191.435,4,592
5,2057.537353,9315.729725,33291.48972,3,572
1,3236.909111,5350.88583,54218.16717,4,633
5,2943.299109,11209.823,43400.91984,5,516
1,3810.786358,6940.170006,79225.04415,5,622
0,5692.49133,5557.679024,84905.51759,3,517
4,4889.739399,15974.46354,69150.94443,6,634
0,3151.845415,3653.781857,60421.32403,2,661
0,4041.118108,3948.856263,53211.366,2,657
2,3453.469235,11832.01144,71765.01428,3,635
0,2576.20225,4524.948706,47131.02436,2,658
0,4955.930702,8081.920554,76433.21598,2,536
1,6601.986091,15148.54854,106465.2684,3,615
5,4073.336982,21266.67819,76705.32968,6,637
0,3179.097269,4289.536147,56447.48104,6,634
0,4082.60404,2060.279186,72975.27459,4,636
1,3930.764746,5430.303743,61412.95383,6,684
1,5276.456773,10579.38011,76495.87985,3,650
0,3648.628104,2660.769199,53321.52026,3,558
3,3851.76268,15236.76647,74504.9657,5,639
0,3182.855198,5625.584262,66305.75915,5,641
0,4699.192759,4781.741395,64186.13564,2,700
5,5894.987356,21383.10706,77903.17818,4,554
0,5612.209836,5857.875644,75856.91168,3,624
1,4517.67508,10895.49934,90588.38003,5,733
0,4434.794183,4004.479161,75282.98994,5,630
5,1035.472592,5006.408902,15296.00237,5,682
5,3273.345444,26247.16403,74595.9267,3,569
5,3848.509319,18052.44355,60919.57161,4,587
0,3396.537854,4246.162403,58985.88864,4,587
2,4255.283743,10725.72412,71689.28943,6,658
0,6894.769899,6413.830596,83923.06805,4,601
5,5822.309242,19066.41188,70698.46869,3,548
0,2651.558422,2891.98542,48854.46493,3,608
0,2924.585568,3718.316852,50458.54818,7,664
0,4916.47714,2941.395354,69216.31371,2,581
0,4100.299254,3908.804585,57689.40523,6,561
5,5176.915602,22990.26543,82417.59227,2,425
0,3958.290997,3811.264037,65382.35311,8,638
1,4325.389383,12680.24359,106612.8499,5,672
2,3785.089141,6553.441401,51447.53617,8,645
5,3244.075582,18409.24041,63184.86035,3,631
1,2746.291471,4511.564036,62677.09987,8,537
2,6458.591827,16237.06414,97225.86047,3,599
1,2998.071151,5027.76449,43588.11689,5,666
1,2611.177124,8348.174101,72928.43305,5,670
1,3767.426403,7701.308066,64536.31243,4,639
0,4316.678084,3798.945111,66856.86429,4,603
2,3310.630104,8614.858685,65805.16814,7,722
0,4187.062246,4032.31416,99210.84819,2,580
1,4068.47203,5156.094634,60831.58204,7,677
1,2701.967675,8062.864181,64113.03895,5,668
4,4290.842733,18032.45221,71988.96316,3,560
2,4521.144514,9204.987149,65213.89018,5,606
0,5408.299427,10396.21711,104201.4646,3,652
0,2647.493203,3619.201061,50265.36177,7,754
4,5922.714647,20295.44187,95176.06352,4,636
0,4207.558755,9137.164455,106579.226,5,488
0,3423.943271,2032.487521,53734.12458,6,680
1,4397.870641,9410.287986,85881.64259,6,575
1,5365.831541,4560.020205,79004.78696,8,675
0,2701.848689,3896.229771,63045.80042,5,597
1,3555.600569,4698.11146,61134.36448,7,690
0,2962.209515,5769.658115,59960.12244,3,623
1,5529.282387,9434.081143,92127.26517,5,621
0,4322.78733,934.9454406,93494.54406,3,548
0,2395.916941,605.7202187,35105.11218,3,530
2,4714.701298,9889.826605,67234.68571,3,535
0,5298.758678,5835.957983,79325.93745,3,651
0,3432.745473,3576.556091,74086.02459,4,542
5,6363.151219,21194.95415,79282.81641,3,548
0,4955.424571,4588.233994,64143.73947,3,540
0,2600.494498,2304.754331,51787.19823,6,790
1,6946.290875,11662.78157,120237.5832,7,652
4,4759.125449,21890.95882,82684.15468,5,591
0,6014.350765,5220.55629,103231.0957,6,628
2,5416.736833,11609.6949,84644.28672,5,650
0,5243.878277,7885.836228,92903.49236,5,682
2,3002.115816,8079.453334,57434.84547,5,659
0,6780.925439,8528.645084,96260.12215,5,797
5,5565.58075,33718.13261,115684.9119,4,597
0,3875.97094,3853.300047,74706.16599,3,624
2,3915.505545,5337.121374,52146.73374,8,672
5,5674.980431,21566.33425,76691.18332,5,628
3,5361.492572,18831.59691,95009.14891,6,650
5,3177.530335,15386.07707,58770.32443,5,622
0,5602.58124,5062.995478,79808.68968,5,715
0,4999.801834,952.3870185,86556.61209,5,639
2,5916.908486,16110.16482,99094.40561,5,702
0,2825.265023,3270.190246,74343.50763,5,567
0,3978.05777,6606.025402,81608.25096,5,662
0,2782.976666,4693.405651,61574.74352,5,636
0,3123.413106,2571.803863,57388.5372,5,580
1,3213.278699,5609.060693,57442.8821,5,611
0,4788.527308,5219.691303,79059.28717,4,624
0,540.4289966,994.3233686,12122.98535,6,691
0,3247.647411,3671.287541,52360.15017,4,648
0,4193.389854,5986.637563,69603.38999,4,651
2,2437.191313,11424.01949,66951.35809,5,622
1,5434.296972,5473.60237,80420.21928,7,519
5,3318.358428,17897.98068,52674.69613,5,581
4,5595.930322,19289.0741,75337.18447,0,533
2,2892.641476,6863.491893,54316.15979,7,644
5,4846.958962,20032.1134,71368.52126,3,585
3,3015.345442,12606.52971,64975.23999,4,654
0,3733.473684,646.4534557,64645.34557,5,581
0,4158.102386,5174.333414,67232.67059,3,718
1,3719.667989,7834.343013,71139.91226,7,621
0,3096.415319,2414.259504,42923.27529,3,690
4,2860.089327,12810.55867,59715.73544,6,628
0,3400.525636,1315.268466,61283.10293,4,559
0,3409.854536,4120.843862,66530.31722,3,633
0,5496.258305,6310.08306,91097.23022,5,581
0,3320.649792,5415.115409,61931.16045,4,696
1,3406.899014,7955.992461,63264.87776,5,732
1,3233.882897,5557.411954,55825.08779,5,679
2,6964.491421,14677.58365,102437.9004,6,620
0,3507.205809,3520.734325,59435.13705,7,714
1,4347.140086,4378.768765,64494.05848,7,651
0,4232.161126,4389.66354,71064.21686,3,600
0,4579.578651,2546.687695,72103.73322,2,635
0,5850.999221,4759.24608,80864.80674,4,681
1,5050.970901,7952.768461,80471.03074,5,609
5,3012.121008,13997.58712,44827.91275,3,549
0,5270.086345,2129.257097,73512.12709,7,760
0,3227.726625,2620.095856,45176.62211,6,580
5,3966.631672,19461.53672,72168.15809,8,592
1,4311.264586,7048.268347,64680.80918,6,685
5,4436.068311,21327.09267,70768.28652,2,606
2,2631.912756,8610.047849,48014.5858,5,602
0,5391.014087,6246.508365,81406.37747,5,661
1,4717.801224,9980.78149,90256.78454,4,612
1,3341.427668,7615.78144,66608.32151,6,536
1,3308.228795,3701.667647,58664.59952,6,577
0,3512.384027,2949.518356,46115.48966,4,648
